17.942;59.373;30.4;30;31;1022.6;815;1161;17.6470588235294
17.942;59.383;36.1667;35;42;1185.83333333333;381;1559;13.8461538461538
17.942;59.384;34.6;34;37;1314.4;372;1550;9.375
17.942;59.405;23;23;23;332;332;332;12
17.942;59.428;25;25;25;505;505;505;5
17.942;59.431;29;27;35;506.8;267;635;20
17.943;59.384;38;37;41;1360.6;368;1714;13.6363636363636
17.943;59.385;38.2;35;42;1193.6;368;1713;15
17.943;59.400;30;30;30;959;959;959;6.66666666666667
17.943;59.433;27;27;27;749;749;749;10
17.943;59.443;44;35;55;571.8;257;1028;10
17.944;59.339;24.3333;23;25;554.5;516;593;12.8571428571429
17.944;59.340;28.6;27;35;526.8;374;565;9.67741935483871
17.944;59.372;27.2;27;28;943.8;667;1013;7.5
17.944;59.382;33.4;33;35;904.8;198;1376;15.7894736842105
17.944;59.384;36;35;39;1241.6;249;1595;13.6363636363636
17.944;59.401;22;22;22;245;245;245;6.66666666666667
17.944;59.426;26;26;26;592;592;592;5
17.944;59.432;26;26;26;544;544;544;10
17.945;59.341;28;28;28;638;638;638;27.2727272727273
17.945;59.342;29.4;28;35;685.4;387;760;9.67741935483871
17.945;59.365;33;28;37;1037.5;699;1376;24
17.945;59.383;33.5;31;38;751;87;1376;13.8461538461538
17.945;59.384;35.4;35;37;1346;274;1614;9.375
17.945;59.385;36.6;35;38;621.8;298;1694;23.0769230769231
17.945;59.400;25;25;25;428;428;428;12
17.945;59.426;26;26;26;567;567;567;10
17.946;59.331;28.2;28;29;791;791;791;27.2727272727273
17.946;59.340;30;30;30;775;775;775;25
17.946;59.342;31;31;31;834;834;834;25
17.946;59.365;39.8;35;46;1063.4;661;1557;17.6470588235294
17.946;59.366;37.6;35;41;860.2;847;913;8.33333333333333
17.946;59.382;34;33;35;905.8;199;1377;15.7894736842105
17.946;59.383;34;33;37;1040.6;76;1387;13.6363636363636
17.946;59.384;35;34;38;1143.8;156;1496;13.6363636363636
17.946;59.398;28;28;28;794;794;794;6.66666666666667
17.946;59.417;33;32;35;1030;190;1450;15.6521739130435
17.947;59.298;35;35;35;1326;1326;1326;6
17.947;59.337;27;27;27;679;679;679;7.89473684210526
17.947;59.340;25.4;25;26;561;561;561;30
17.947;59.361;29.6;24;33;601.8;331;1008;20
17.947;59.362;34.8;30;41;652.4;250;1146;17.6470588235294
17.947;59.364;32.5;27;37;958.5;670;1247;24
17.947;59.365;33;28;37;1050;711;1389;24
17.947;59.366;37.6;35;41;852.2;839;905;8.33333333333333
17.947;59.370;27.4;27;28;702.6;336;947;17.6470588235294
17.947;59.382;34.3333;33;38;1059.66666666667;266;1454;9.72972972972973
17.947;59.398;27;27;27;657;657;657;6.66666666666667
17.947;59.428;23;23;23;259;259;259;10
17.947;59.434;26;26;26;753;753;753;10
17.947;59.444;34;33;35;235.8;231;249;7.89473684210526
17.948;59.362;29.3333;24;33;736.833333333333;414;991;24
17.948;59.363;30;25;34;778.5;485;1072;24
17.948;59.365;41.2;34;49;985.2;704;1389;17.6470588235294
17.948;59.384;37;34;41;995;310;1649;13.8461538461538
17.949;59.333;22.8;22;23;421;421;421;6.52173913043478
17.949;59.339;23.6;23;24;471;471;471;7.89473684210526
17.949;59.340;25.4;25;26;585;585;585;30
17.949;59.361;29.6667;23;33;536.666666666667;330;867;24
17.949;59.366;44;38;50;806;750;957;9.375
17.949;59.418;32.6;31;38;927;300;1318;8.10810810810811
17.949;59.431;23;23;23;376;376;376;10
17.951;59.303;26;26;26;519;519;519;5.45454545454546
17.951;59.333;22.8;22;23;425;425;425;6.52173913043478
17.951;59.334;23.4;23;24;381;381;381;30
17.951;59.339;22.4;22;23;359;359;359;30
17.951;59.448;37;34;39;1119;183;1743;5
17.952;59.287;33.4;30;37;603.2;244;1096;20
17.952;59.290;32.2;31;37;895.6;558;980;8.57142857142857
17.952;59.430;32;32;32;1256;1256;1256;7.89473684210526
17.953;59.286;32.6;29;37;526.8;195;1009;20
17.953;59.362;32;25;41;906;362;1461;15
17.953;59.363;31.5;25;41;1036;362;1523;18
17.953;59.364;40;34;48;827.666666666667;619;1182;17.1428571428571
17.953;59.428;30;30;30;1086;1086;1086;5
17.954;59.284;31.8;29;37;526.4;230;815;18.75
17.954;59.320;31.2;28;44;453.2;287;1118;3.8961038961039
17.954;59.362;31.5;25;41;947.333333333333;355;1353;18
17.954;59.363;31.5;25;41;1036;362;1523;18
