2230457;2017-01-11;Lumaparksvägen 3;Hammarby Sjöstad;18.09461;59.30469;3;5;75;5595000;605000;6200000;4337;1319;2016;Lägenhet;Fastighetsbyrån;1573;Broker
2229519;2017-01-11;Glavagatan 35;Farsta Strand;18.10170174;59.23593903;3;2;71;2200000;1000000;3200000;4644;8269;1994;Lägenhet;Fastighetsbyrån;1573;Broker
2221753;2017-01-11;Rådmansgatan 46;Vasastan;18.06102846;59.34114888;1;3;21;1995000;745000;2740000;1354;1342;1956;Lägenhet;Fastighetsbyrån;1573;Broker
2215877;2017-01-11;Britadalsvägen 5;Ulvsunda;17.96461391;59.33931039;5;;100;6250000;-50000;6200000;4267;6138;2015;Radhus;Fastighetsbyrån;1573;Broker
2205765;2017-01-11;Tegnérgatan 55D;Vasastan;18.05149913;59.33686365;1;1;32.5;2695000;655000;3350000;2125;1372;1929;Lägenhet;Fastighetsbyrån;1573;Broker
2163303;2017-01-11;Nybohovsbacken 68;Liljeholmen;18.01235497;59.30934969;4;9;82;4895000;755000;5650000;4974;3733;2008;Lägenhet;Fastighetsbyrån;1573;Broker
2234482;2017-01-11;Skönviksvägen 272;Stureby;18.05554771;59.27180481;2;1;54;2295000;545000;2840000;3197;5465;1952;Lägenhet;MäklarMäster;1456;Broker
2236217;2017-01-11;Blåsutvägen 29;Blåsut;18.09053421;59.29185477;3;2;56;2750000;475000;3225000;3251;2567;;Lägenhet;Svenska Mäklarhuset;58;Broker
2234748;2017-01-11;Galonvägen 26;Bromma;17.94852734;59.34010557;1;3;44;2150000;425000;2575000;2138;;;Lägenhet;Svenska Mäklarhuset;58;Broker
2229927;2017-01-11;Dansbanevägen 22;Midsommarkransen;18.00958514;59.2971031;3;1;60;2295000;865000;3160000;2782;4549;;Lägenhet;Svenska Mäklarhuset;58;Broker
2228550;2017-01-11;Spångavägen 15;Bromma;17.93676853;59.34135295;2;1;39;2195000;315000;2510000;2099;;;Lägenhet;Svenska Mäklarhuset;58;Broker
2226515;2017-01-11;Brännkyrkagatan 92A;Södermalm;18.04816604;59.31810473;1;;32;2475000;915000;3390000;2484;1494;;Lägenhet;Svenska Mäklarhuset;58;Broker
2178109;2017-01-11;Paternostervägen 56;Johanneshov;18.09691;59.29156;3;3;72;3495000;530000;4025000;3915;2376;;Lägenhet;Mäklarhuset;204;Broker
2173708;2017-01-11;Fridensborgsvägen 157;Järvastaden;17.98338195;59.38342935;2;2;53.5;2895000;105000;3000000;3018;1909;;Lägenhet;Svenska Mäklarhuset;58;Broker
2145495;2017-01-11;Sankt Göransgatan 152;Kungsholmen;18.01530361;59.33807574;1.5;3;31;2295000;655000;2950000;1883;3294;;Lägenhet;Svenska Mäklarhuset;58;Broker
2235338;2017-01-11;Brantingsgatan 22;Gärdet;18.0946;59.3462;1;3;27;2450000;650000;3100000;1551;895;1939;Lägenhet;Notar;1566;Broker
2235183;2017-01-11;Rörstrandsgatan 12;Vasastan;18.03388404;59.34009695;1;4;34;2990000;1040000;4030000;1325;2408;1914;Lägenhet;Notar;1566;Broker
2233452;2017-01-11;Minnebergsvägen 16;Bromma;17.9878;59.3364;2;3;45;2695000;475000;3170000;2603;4769;1940;Lägenhet;Notar;1566;Broker
2232170;2017-01-11;Rådmansgatan 15;Östermalm;18.067114;59.34304133;2;5;64;5750000;550000;6300000;1881;1337;1924;Lägenhet;SkandiaMäklarna;1570;Broker
2234846;2017-01-11;Maskinistgatan 15;Gröndal;18.01442385;59.31655538;1;1;34;2245000;605000;2850000;1664;3428;1911;Lägenhet;Historiska Hem AB;65645750;Broker
2234450;2017-01-11;Sankt Göransgatan 72;Kungsholmen;18.03092392;59.33376579;1;3;38;3910000;0;3910000;880;2306;1940;Lägenhet;SkandiaMäklarna;1570;Broker
2236175;2017-01-11;Sankt Ansgars väg 10A;Råsunda;18.0007;59.363;2;;32;2250000;360000;2610000;2189;3077;1940;Lägenhet;Notar;1566;Broker
2228932;2017-01-11;Typografvägen 3;Örnsberg;17.98852149;59.30372757;4;3;108;4995000;1105000;6100000;5236;5228;1986;Lägenhet;BOSTHLM;1499;Broker
2231384;2017-01-11;Bondegatan 3B;Katarina;18.07633237;59.31258272;1;4;26;2195000;905000;3100000;2042;758;1932;Lägenhet;Fastighetsbyrån;1573;Broker
